Category,Critical active substance ,Prescription type,Category of use,Species,Year,Number of animal treatments
Farm animals,All types of active ingredients,Single treatments farm animals,Laying and parent birds,All species,2024,2
All animals,No,Single treatments farm animals,Fattening pigs,Pigs,2023,4243
All animals,All types of active ingredients,All prescription types,Laying hens,Poultry,2023,218377
Farm animals,All types of active ingredients,Oral group treatments,Laying and parent birds,All species,2024,85988
All animals,No,Oral group treatments,Fattening pigs,Pigs,2023,51553
All animals,All types of active ingredients,Single treatments farm animals,Laying hens,Poultry,2023,6
Farm animals,No,All prescription types,Laying hens,All species,2024,120612
All animals,Yes,All prescription types,Fattening pigs,Pigs,2023,6980
All animals,All types of active ingredients,Oral group treatments,Laying hens,Poultry,2023,218371
Farm animals,No,Single treatments farm animals,Laying hens,All species,2024,8
All animals,Yes,Single treatments farm animals,Fattening pigs,Pigs,2023,1049
All animals,No,All prescription types,Fattening broilers,Poultry,2023,5475673
Farm animals,No,Oral group treatments,Laying hens,All species,2024,120604
All animals,Yes,Oral group treatments,Fattening pigs,Pigs,2023,5931
Farm animals,Yes,All prescription types,Laying hens,All species,2024,19158
All animals,All types of active ingredients,All prescription types,Fattening pigs,Pigs,2023,62776
All animals,No,Single treatments farm animals,Fattening broilers,Poultry,2023,1
Farm animals,Yes,Single treatments farm animals,Laying hens,All species,2024,8
All animals,All types of active ingredients,Single treatments farm animals,Fattening pigs,Pigs,2023,5292
All animals,No,Oral group treatments,Fattening broilers,Poultry,2023,5475672
Farm animals,Yes,Oral group treatments,Laying hens,All species,2024,19150
All animals,All types of active ingredients,Oral group treatments,Fattening pigs,Pigs,2023,57484
All animals,Yes,All prescription types,Fattening broilers,Poultry,2023,1086526
Farm animals,All types of active ingredients,All prescription types,Laying hens,All species,2024,139770
All animals,No,All prescription types,Suckling and weaned piglets,Pigs,2023,81824
All animals,Yes,Single treatments farm animals,Fattening broilers,Poultry,2023,1
Farm animals,All types of active ingredients,Single treatments farm animals,Laying hens,All species,2024,16
All animals,No,Single treatments farm animals,Suckling and weaned piglets,Pigs,2023,1860
All animals,Yes,Oral group treatments,Fattening broilers,Poultry,2023,1086525
Farm animals,All types of active ingredients,Oral group treatments,Laying hens,All species,2024,139754
All animals,No,Oral group treatments,Suckling and weaned piglets,Pigs,2023,79964
All animals,All types of active ingredients,All prescription types,Fattening broilers,Poultry,2023,6562199
Farm animals,No,All prescription types,Fattening calves and cattle,All species,2024,288115
All animals,Yes,All prescription types,Suckling and weaned piglets,Pigs,2023,14439
All animals,All types of active ingredients,Single treatments farm animals,Fattening broilers,Poultry,2023,2
Farm animals,No,Single treatments farm animals,Fattening calves and cattle,All species,2024,44208
All animals,Yes,Single treatments farm animals,Suckling and weaned piglets,Pigs,2023,6495
All animals,All types of active ingredients,Oral group treatments,Fattening broilers,Poultry,2023,6562197
All animals,No,All prescription types,Fattening turkeys,Poultry,2023,15860
All animals,No,Oral group treatments,Fattening turkeys,Poultry,2023,15860
Farm animals,No,Oral group treatments,Fattening calves and cattle,All species,2024,243907
All animals,Yes,All prescription types,Fattening turkeys,Poultry,2023,2401
All animals,Yes,Oral group treatments,Suckling and weaned piglets,Pigs,2023,7944
Farm animals,Yes,All prescription types,Fattening calves and cattle,All species,2024,74759
All animals,Yes,Single treatments farm animals,Fattening turkeys,Poultry,2023,1
Farm animals,Yes,Single treatments farm animals,Fattening calves and cattle,All species,2024,40887
All animals,All types of active ingredients,All prescription types,Suckling and weaned piglets,Pigs,2023,96263
All animals,Yes,Oral group treatments,Fattening turkeys,Poultry,2023,2400
Farm animals,Yes,Oral group treatments,Fattening calves and cattle,All species,2024,33872
All animals,All types of active ingredients,Single treatments farm animals,Suckling and weaned piglets,Pigs,2023,8355
All animals,All types of active ingredients,All prescription types,Fattening turkeys,Poultry,2023,18261
Farm animals,All types of active ingredients,All prescription types,Fattening calves and cattle,All species,2024,362874
All animals,All types of active ingredients,Single treatments farm animals,Fattening turkeys,Poultry,2023,1
All animals,All types of active ingredients,Oral group treatments,Suckling and weaned piglets,Pigs,2023,87908
Farm animals,All types of active ingredients,Single treatments farm animals,Fattening calves and cattle,All species,2024,85095
All animals,All types of active ingredients,Oral group treatments,Fattening turkeys,Poultry,2023,18260
Farm animals,All types of active ingredients,Oral group treatments,Fattening calves and cattle,All species,2024,277779
Farm animals,No,All prescription types,Fattening broilers,All species,2024,6163470
All animals,No,All prescription types,All categories of use,Game animals,2023,13
All animals,No,Single treatments farm animals,All categories of use,Game animals,2023,13
Farm animals,No,Single treatments farm animals,Fattening broilers,All species,2024,1
All animals,Yes,All prescription types,All categories of use,Game animals,2023,71
Farm animals,No,Oral group treatments,Fattening broilers,All species,2024,6163469
All animals,Yes,Single treatments farm animals,All categories of use,Game animals,2023,1
Farm animals,Yes,All prescription types,Fattening broilers,All species,2024,911803
All animals,Yes,Oral group treatments,All categories of use,Game animals,2023,70
All animals,No,All prescription types,Pigs nCU,Pigs,2023,1258
Farm animals,Yes,Single treatments farm animals,Fattening broilers,All species,2024,1
All animals,No,Single treatments farm animals,Pigs nCU,Pigs,2023,321
Farm animals,Yes,Oral group treatments,Fattening broilers,All species,2024,911802
All animals,No,Oral group treatments,Pigs nCU,Pigs,2023,937
Farm animals,All types of active ingredients,All prescription types,Fattening broilers,All species,2024,7075273
All animals,Yes,All prescription types,Pigs nCU,Pigs,2023,90
All animals,Yes,Single treatments farm animals,Pigs nCU,Pigs,2023,42
Farm animals,All types of active ingredients,Single treatments farm animals,Fattening broilers,All species,2024,2
Farm animals,All types of active ingredients,Oral group treatments,Fattening broilers,All species,2024,7075271
All animals,Yes,Oral group treatments,Pigs nCU,Pigs,2023,48
Farm animals,No,All prescription types,Fattening pigs,All species,2024,70061
All animals,All types of active ingredients,All prescription types,Pigs nCU,Pigs,2023,1348
Farm animals,No,Single treatments farm animals,Fattening pigs,All species,2024,4938
All animals,All types of active ingredients,Single treatments farm animals,Pigs nCU,Pigs,2023,363
Farm animals,No,Oral group treatments,Fattening pigs,All species,2024,65123
Farm animals,Yes,All prescription types,Fattening pigs,All species,2024,8479
All animals,All types of active ingredients,Oral group treatments,Pigs nCU,Pigs,2023,985
Farm animals,Yes,Single treatments farm animals,Fattening pigs,All species,2024,1479
All animals,No,All prescription types,Breeding sows and boars,Pigs,2023,2505
Farm animals,Yes,Oral group treatments,Fattening pigs,All species,2024,7000
All animals,No,Single treatments farm animals,Breeding sows and boars,Pigs,2023,1514
Farm animals,All types of active ingredients,All prescription types,Fattening pigs,All species,2024,78540
Farm animals,All types of active ingredients,Single treatments farm animals,Fattening pigs,All species,2024,6417
All animals,No,Oral group treatments,Breeding sows and boars,Pigs,2023,991
Farm animals,All types of active ingredients,Oral group treatments,Fattening pigs,All species,2024,72123
All animals,Yes,All prescription types,Breeding sows and boars,Pigs,2023,1078
Farm animals,No,All prescription types,Fattening turkeys,All species,2024,20572
All animals,Yes,Single treatments farm animals,Breeding sows and boars,Pigs,2023,1078
Farm animals,No,Single treatments farm animals,Fattening turkeys,All species,2024,82
All animals,All types of active ingredients,All prescription types,Breeding sows and boars,Pigs,2023,3583
Farm animals,No,Oral group treatments,Fattening turkeys,All species,2024,20490
All animals,All types of active ingredients,Single treatments farm animals,Breeding sows and boars,Pigs,2023,2592
Farm animals,Yes,All prescription types,Fattening turkeys,All species,2024,42
All animals,All types of active ingredients,Oral group treatments,Breeding sows and boars,Pigs,2023,991
Farm animals,Yes,Single treatments farm animals,Fattening turkeys,All species,2024,2
Farm animals,Yes,Oral group treatments,Fattening turkeys,All species,2024,40
Farm animals,All types of active ingredients,All prescription types,Fattening turkeys,All species,2024,20614
Farm animals,All types of active ingredients,Single treatments farm animals,Fattening turkeys,All species,2024,84
Farm animals,All types of active ingredients,Oral group treatments,Fattening turkeys,All species,2024,20530
Farm animals,No,All prescription types,Dairy cows,All species,2024,511097
Farm animals,No,Single treatments farm animals,Dairy cows,All species,2024,511097
Farm animals,Yes,All prescription types,Dairy cows,All species,2024,39541
Farm animals,Yes,Single treatments farm animals,Dairy cows,All species,2024,39541
Farm animals,All types of active ingredients,All prescription types,Dairy cows,All species,2024,550638
Farm animals,All types of active ingredients,Single treatments farm animals,Dairy cows,All species,2024,550638
Farm animals,No,All prescription types,Cow-calf calves,All species,2024,19262
