Category,Species,Critical active substance ,Category of use,System,Year,Number of animal treatments
Pets,Equids,No,All categories of use,Operation or other intervention,2024,3658
Farm animals,Pigs,No,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2022,254
Farm animals,Pigs,No,Breeding sows and boars,"Digestion, diarrhea",2022,91
Farm animals,Pigs,No,Breeding sows and boars,"Animal husbandry, prophylaxis",2022,66
Pets,Equids,No,All categories of use,Disease of the musculoskeletal system,2022,7495
Farm animals,Pigs,No,Breeding sows and boars,Other reasons for treatment,2022,37
Pets,Equids,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,1460
Pets,Equids,No,All categories of use,Mammary gland diseases incl. mastitis,2022,204
Farm animals,Pigs,Yes,Breeding sows and boars,Disease of the musculoskeletal system,2022,50
Farm animals,Pigs,Yes,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,29
Farm animals,Pigs,Yes,Breeding sows and boars,Mammary gland diseases incl. mastitis,2022,152
Pets,Equids,No,All categories of use,"Urogenital diseases / reproduction, birth",2024,1008
Farm animals,Pigs,Yes,Breeding sows and boars,Specific infectious diseases,2022,8
Pets,Equids,No,All categories of use,Central nervous diseases and sensory organs,2024,150
Pets,Equids,No,All categories of use,Symptomatic treatment (unspecific),2024,1486
Pets,Equids,No,All categories of use,Operation or other intervention,2022,4224
Pets,Equids,Yes,All categories of use,Disease of the musculoskeletal system,2024,317
Pets,Equids,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,108
Farm animals,Pigs,Yes,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2022,226
Pets,Equids,Yes,All categories of use,Mammary gland diseases incl. mastitis,2024,13
Farm animals,Pigs,Yes,Breeding sows and boars,"Digestion, diarrhea",2022,30
Farm animals,Pigs,Yes,Breeding sows and boars,"Animal husbandry, prophylaxis",2022,4
Farm animals,Pigs,Yes,Breeding sows and boars,Other reasons for treatment,2022,48
Pets,Equids,Yes,All categories of use,Operation or other intervention,2024,257
Pets,Equids,No,All categories of use,"Urogenital diseases / reproduction, birth",2022,988
Pets,Equids,No,All categories of use,Central nervous diseases and sensory organs,2022,146
Pets,Equids,No,All categories of use,Symptomatic treatment (unspecific),2022,1487
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Disease of the musculoskeletal system,2022,992
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,68
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Mammary gland diseases incl. mastitis,2022,444
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Specific infectious diseases,2022,337
Pets,Equids,Yes,All categories of use,Disease of the musculoskeletal system,2022,299
Pets,Equids,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,112
Pets,Equids,Yes,All categories of use,Mammary gland diseases incl. mastitis,2022,12
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Urogenital diseases / reproduction, birth",2022,480
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Digestion, diarrhea",2022,121
Pets,Equids,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2024,41
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Animal husbandry, prophylaxis",2022,70
Pets,Equids,Yes,All categories of use,Central nervous diseases and sensory organs,2024,8
Pets,Equids,Yes,All categories of use,Symptomatic treatment (unspecific),2024,88
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Other reasons for treatment,2022,85
Pets,Equids,Yes,All categories of use,Operation or other intervention,2022,328
Farm animals,Goats,No,All categories of use,Disease of the musculoskeletal system,2022,818
Farm animals,Goats,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,4022
Pets,Equids,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2024,8772
Pets,Equids,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,1643
Pets,Equids,All types of active ingredients,All categories of use,Mammary gland diseases incl. mastitis,2024,199
Pets,Equids,All types of active ingredients,All categories of use,Operation or other intervention,2024,3915
Farm animals,Goats,No,All categories of use,"Urogenital diseases / reproduction, birth",2022,2174
Farm animals,Goats,No,All categories of use,Symptomatic treatment (unspecific),2022,473
Farm animals,Goats,Yes,All categories of use,Disease of the musculoskeletal system,2022,32
Farm animals,Goats,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,1336
Farm animals,Goats,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2022,53
Farm animals,Goats,Yes,All categories of use,Symptomatic treatment (unspecific),2022,55
Farm animals,Goats,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2022,850
Farm animals,Goats,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,5358
Farm animals,Goats,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2022,2227
Farm animals,Goats,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2022,528
Farm animals,Goats,No,Goats,Disease of the musculoskeletal system,2022,818
Farm animals,Goats,No,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,4022
Farm animals,Goats,No,Goats,"Urogenital diseases / reproduction, birth",2022,2174
Farm animals,Goats,No,Goats,Symptomatic treatment (unspecific),2022,473
Farm animals,Goats,Yes,Goats,Disease of the musculoskeletal system,2022,32
Farm animals,Goats,Yes,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,1336
Farm animals,Goats,Yes,Goats,"Urogenital diseases / reproduction, birth",2022,53
Farm animals,Goats,Yes,Goats,Symptomatic treatment (unspecific),2022,55
Farm animals,Goats,All types of active ingredients,Goats,Disease of the musculoskeletal system,2022,850
Farm animals,Goats,All types of active ingredients,Goats,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2022,5358
Farm animals,Goats,All types of active ingredients,Goats,"Urogenital diseases / reproduction, birth",2022,2227
Farm animals,Goats,All types of active ingredients,Goats,Symptomatic treatment (unspecific),2022,528
Pets,Equids,No,All categories of use,Disease of the musculoskeletal system,2023,7197
Pets,Equids,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,1551
Pets,Equids,No,All categories of use,Mammary gland diseases incl. mastitis,2023,147
Pets,Equids,No,All categories of use,Operation or other intervention,2023,4050
Pets,Equids,No,All categories of use,"Urogenital diseases / reproduction, birth",2023,927
Pets,Equids,No,All categories of use,Central nervous diseases and sensory organs,2023,170
Pets,Equids,No,All categories of use,Symptomatic treatment (unspecific),2023,1627
Pets,Equids,Yes,All categories of use,Disease of the musculoskeletal system,2023,310
Pets,Equids,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,63
Pets,Equids,Yes,All categories of use,Mammary gland diseases incl. mastitis,2023,11
Pets,Equids,Yes,All categories of use,Operation or other intervention,2023,217
Pets,Equids,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2023,29
Pets,Equids,Yes,All categories of use,Central nervous diseases and sensory organs,2023,5
Pets,Equids,Yes,All categories of use,Symptomatic treatment (unspecific),2023,83
Pets,Equids,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2023,7507
Pets,Equids,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2023,1614
Pets,Equids,All types of active ingredients,All categories of use,Mammary gland diseases incl. mastitis,2023,158
Pets,Equids,All types of active ingredients,All categories of use,Operation or other intervention,2023,4267
Pets,Equids,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2023,956
Pets,Equids,All types of active ingredients,All categories of use,Central nervous diseases and sensory organs,2023,175
Pets,Equids,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2023,1710
Pets,Equids,No,Equids,Disease of the musculoskeletal system,2023,7197
Pets,Equids,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2024,1049
Pets,Equids,All types of active ingredients,All categories of use,Central nervous diseases and sensory organs,2024,158
Pets,Equids,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2024,1574
Pets,Equids,No,Equids,Disease of the musculoskeletal system,2024,8455
Pets,Equids,No,Equids,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,1535
Pets,Equids,No,Equids,Mammary gland diseases incl. mastitis,2024,186
Pets,Equids,No,Equids,Operation or other intervention,2024,3658
Pets,Equids,No,Equids,"Urogenital diseases / reproduction, birth",2024,1008
Pets,Equids,No,Equids,Central nervous diseases and sensory organs,2024,150
Pets,Equids,No,Equids,Symptomatic treatment (unspecific),2024,1486
Pets,Equids,Yes,Equids,Disease of the musculoskeletal system,2024,317
Pets,Equids,Yes,Equids,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,108
Pets,Equids,Yes,Equids,Mammary gland diseases incl. mastitis,2024,13
Pets,Equids,Yes,Equids,Operation or other intervention,2024,257
Pets,Equids,Yes,Equids,"Urogenital diseases / reproduction, birth",2024,41
Pets,Equids,Yes,Equids,Central nervous diseases and sensory organs,2024,8
Pets,Equids,Yes,Equids,Symptomatic treatment (unspecific),2024,88
Pets,Equids,All types of active ingredients,Equids,Disease of the musculoskeletal system,2024,8772
Pets,Equids,All types of active ingredients,Equids,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,1643
Pets,Equids,All types of active ingredients,Equids,Mammary gland diseases incl. mastitis,2024,199
Pets,Equids,All types of active ingredients,Equids,Operation or other intervention,2024,3915
Pets,Equids,All types of active ingredients,Equids,"Urogenital diseases / reproduction, birth",2024,1049
Pets,Equids,All types of active ingredients,Equids,Central nervous diseases and sensory organs,2024,158
Pets,Equids,All types of active ingredients,Equids,Symptomatic treatment (unspecific),2024,1574
Pets,Dogs,No,All categories of use,Disease of the musculoskeletal system,2024,11165
Pets,Dogs,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,8209
Pets,Dogs,No,All categories of use,Mammary gland diseases incl. mastitis,2024,552
Pets,Dogs,No,All categories of use,Operation or other intervention,2024,34628
Pets,Dogs,No,All categories of use,"Urogenital diseases / reproduction, birth",2024,15494
Pets,Dogs,No,All categories of use,Central nervous diseases and sensory organs,2024,1860
Pets,Dogs,No,All categories of use,Symptomatic treatment (unspecific),2024,16305
Pets,Dogs,Yes,All categories of use,Disease of the musculoskeletal system,2024,791
Pets,Dogs,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,1416
Pets,Dogs,Yes,All categories of use,Mammary gland diseases incl. mastitis,2024,59
Pets,Dogs,Yes,All categories of use,Operation or other intervention,2024,1878
Pets,Dogs,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2024,3270
Pets,Dogs,Yes,All categories of use,Central nervous diseases and sensory organs,2024,221
Pets,Dogs,Yes,All categories of use,Symptomatic treatment (unspecific),2024,2226
Pets,Dogs,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2024,11956
Pets,Dogs,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,9625
Pets,Dogs,All types of active ingredients,All categories of use,Mammary gland diseases incl. mastitis,2024,611
Pets,Dogs,All types of active ingredients,All categories of use,Operation or other intervention,2024,36506
Pets,Dogs,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2024,18764
Pets,Dogs,All types of active ingredients,All categories of use,Central nervous diseases and sensory organs,2024,2081
Pets,Dogs,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2024,18531
Pets,Dogs,No,Dogs,Disease of the musculoskeletal system,2024,11165
Pets,Dogs,No,Dogs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,8209
Pets,Dogs,No,Dogs,Mammary gland diseases incl. mastitis,2024,552
Pets,Dogs,No,Dogs,Operation or other intervention,2024,34628
Pets,Dogs,No,Dogs,"Urogenital diseases / reproduction, birth",2024,15494
Pets,Dogs,No,Dogs,Central nervous diseases and sensory organs,2024,1860
Pets,Dogs,No,Dogs,Symptomatic treatment (unspecific),2024,16305
Pets,Dogs,Yes,Dogs,Disease of the musculoskeletal system,2024,791
Pets,Dogs,Yes,Dogs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,1416
Pets,Dogs,Yes,Dogs,Mammary gland diseases incl. mastitis,2024,59
Pets,Dogs,Yes,Dogs,Operation or other intervention,2024,1878
Pets,Dogs,Yes,Dogs,"Urogenital diseases / reproduction, birth",2024,3270
Pets,Dogs,Yes,Dogs,Central nervous diseases and sensory organs,2024,221
Pets,Dogs,Yes,Dogs,Symptomatic treatment (unspecific),2024,2226
Pets,Dogs,All types of active ingredients,Dogs,Disease of the musculoskeletal system,2024,11956
Pets,Dogs,All types of active ingredients,Dogs,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2024,9625
Pets,Dogs,All types of active ingredients,Dogs,Mammary gland diseases incl. mastitis,2024,611
Pets,Dogs,All types of active ingredients,Dogs,Operation or other intervention,2024,36506
Pets,Dogs,All types of active ingredients,Dogs,"Urogenital diseases / reproduction, birth",2024,18764
